entity_id,entity_type,n_obs,confidence,hour_mean,hour_std,duration_mean,duration_std,top_resources,current_device_fingerprint,last_updated
use_11549652,user,133,1.0,11.65,1.63,128.66,83.53,"file://share/exec:0.23, /api/v1/analytics:0.21, file://share/finance:0.16, /api/v1/orders:0.11, port:22:0.10",FirmwareOS 3.2|5e:f6:66:ae:a9:d1|TLS1.3,2026-07-15 14:09:48.390570
use_5ea55e29,user,104,1.0,12.62,1.1,27.7,10.95,"/api/v1/inventory:0.38, port:443:0.29, port:3389:0.22, port:1883:0.07, /api/v1/orders:0.02",FirmwareOS 3.2|1f:92:e1:a9:79:30|TLS1.3,2026-07-15 13:52:04.997195
use_d3868841,user,62,1.0,10.65,0.74,52.62,19.55,"file://share/hr:0.26, port:8080:0.19, port:1883:0.16, /api/v1/payments:0.10, device_fn:read_sensor:0.09",macOS 14|4a:70:ef:c5:01:80|TLS1.3,2026-07-14 10:00:45.879635
use_c2e09685,user,85,1.0,8.96,1.23,19.57,10.68,"/api/v1/customers:0.24, file://share/hr:0.21, port:22:0.21, port:8080:0.11, port:3389:0.10",Ubuntu 22.04|5a:4d:95:51:43:2a|TLS1.3,2026-07-15 09:49:31.501048
use_f6ab45bf,user,48,1.0,9.79,1.09,94.6,59.11,"/api/v1/billing:0.41, /api/v1/inventory:0.26, port:502:0.25, /api/v1/auth:0.05, file://share/engineering:0.04",iOS 17|01:57:a9:fa:d6:30|TLS1.3,2026-07-15 09:32:20.606345
edg_4794dad9,edge_device,1562,1.0,23.86,0.67,23.19,9.76,"/api/v1/analytics:0.26, /api/v1/users:0.17, file://share/hr:0.13, port:8080:0.13, device_fn:write_config:0.10",Ubuntu 22.04|0f:32:f6:33:18:ac|MQTT,2026-07-15 23:58:48.000000
use_d7e173f0,user,152,1.0,14.73,1.15,33.57,21.09,"device_fn:reboot:0.38, device_fn:firmware_update:0.15, /api/v1/orders:0.15, file://share/exec:0.12, /api/v1/customers:0.09",Windows 11|f6:16:53:b8:e5:38|TLS1.3,2026-07-15 15:45:46.446998
use_ab1afcc4,user,165,1.0,11.93,0.63,16.32,7.2,"file://share/hr:0.18, /api/v1/logs:0.18, device_fn:firmware_update:0.17, port:502:0.15, /api/v1/reports:0.14",FirmwareOS 3.2|fa:c3:b6:a8:c6:02|TLS1.3,2026-07-15 13:03:52.864954
use_237922f3,user,59,1.0,10.19,1.36,95.84,46.92,"file://share/public:0.21, file://share/finance:0.20, port:8080:0.15, /api/v1/orders:0.14, /api/v1/billing:0.14",Android 14|e0:8b:a1:b2:85:2f|TLS1.3,2026-07-15 10:50:29.325496
use_6c304335,user,74,1.0,11.46,1.92,73.98,48.49,"device_fn:read_sensor:0.33, /api/v1/inventory:0.25, file://share/engineering:0.18, /api/v1/analytics:0.15, port:8080:0.07",Ubuntu 22.04|be:2d:91:bb:c2:f5|TLS1.3,2026-07-15 12:22:19.562017
use_b388e3fa,user,52,1.0,8.79,3.78,34.07,17.77,"port:502:0.20, file://share/engineering:0.20, /api/v1/analytics:0.18, file://share/finance:0.15, file://share/public:0.13",Ubuntu 22.04|48:37:78:1b:d7:82|TLS1.3,2026-07-14 07:12:51.596965
use_2428f95e,user,136,1.0,11.18,1.72,17.41,14.65,"/api/v1/config:0.20, file://share/legal:0.17, port:22:0.15, file://share/exec:0.13, port:8080:0.12",iOS 17|74:42:33:9f:62:bc|TLS1.3,2026-07-15 11:57:50.009787
ser_f34acce7,service_account,173,1.0,12.86,1.74,30.58,11.5,"port:3389:0.25, device_fn:read_sensor:0.19, port:8080:0.16, /api/v1/inventory:0.15, /api/v1/customers:0.13",iOS 17|1e:a7:6d:22:bf:c6|TLS1.3,2026-07-15 14:42:48.109956
ser_3fa8180e,service_account,175,1.0,12.59,2.08,225.91,188.28,"/api/v1/logs:0.23, /api/v1/auth:0.18, file://share/finance:0.14, file://share/public:0.14, port:8080:0.11",Windows 11|ef:6a:65:52:3c:bf|TLS1.3,2026-07-15 13:32:24.998954
ser_60846ce0,service_account,94,1.0,14.21,1.48,78.2,38.59,"port:502:0.34, /api/v1/orders:0.23, port:1883:0.17, port:3389:0.16, port:8080:0.09",macOS 14|84:93:4a:0d:f8:b5|TLS1.3,2026-07-15 15:36:58.267060
ser_d114e242,service_account,76,1.0,11.73,2.32,23.54,16.11,"/api/v1/analytics:0.27, file://share/exec:0.20, /api/v1/logs:0.18, /api/v1/users:0.13, /api/v1/customers:0.12",Ubuntu 22.04|3f:d5:f1:53:05:fa|TLS1.3,2026-07-14 13:16:07.145976
edg_cb6a38ef,edge_device,945,1.0,23.0,1.96,195.08,48.69,"/api/v1/customers:0.33, file://share/finance:0.25, file://share/public:0.20, file://share/exec:0.09, device_fn:write_config:0.07",Android 14|a7:49:d6:5a:13:b8|MQTT,2026-07-15 23:58:48.000000
use_8de0d7db,user,42,1.0,11.52,1.83,171.65,51.15,"port:3389:0.34, file://share/hr:0.29, /api/v1/inventory:0.19, file://share/finance:0.09, port:1883:0.06",FirmwareOS 3.2|9e:9d:8a:c5:e3:8c|TLS1.3,2026-07-15 10:19:54.134646
use_894c7542,user,112,1.0,15.4,1.86,24.66,12.13,"file://share/public:0.20, /api/v1/payments:0.19, port:502:0.18, port:1883:0.16, /api/v1/customers:0.15",Windows 11|fe:06:3d:43:41:76|TLS1.3,2026-07-15 17:22:23.836635
use_ec8d74ea,user,158,1.0,14.4,0.94,43.14,25.33,"port:3389:0.38, /api/v1/inventory:0.17, file://share/hr:0.15, /api/v1/orders:0.13, /api/v1/auth:0.07",iOS 17|28:fe:2e:41:78:33|TLS1.3,2026-07-15 15:12:36.575524
ser_7148d5a0,service_account,127,1.0,12.49,1.07,208.79,137.63,"/api/v1/auth:0.60, file://share/finance:0.15, /api/v1/logs:0.12, /api/v1/config:0.12, /api/v1/admin:0.01",FirmwareOS 3.2|84:c8:fc:6a:bf:ef|TLS1.3,2026-07-15 10:59:30.292772
use_d2d6b46d,user,149,1.0,12.96,1.05,98.85,60.18,"/api/v1/orders:0.29, /api/v1/reports:0.28, /api/v1/analytics:0.14, port:3389:0.11, device_fn:reboot:0.10",Ubuntu 22.04|9c:96:b3:8c:a5:96|TLS1.3,2026-07-15 13:50:12.557661
edg_8d39caf7,edge_device,822,1.0,22.07,3.12,46.83,21.11,"device_fn:reboot:0.26, port:502:0.23, /api/v1/auth:0.23, file://share/engineering:0.22, port:3389:0.06",Android 14|c2:35:5e:96:e2:3b|MQTT,2026-07-15 23:58:48.000000
use_4d73b03a,user,85,1.0,12.33,1.33,31.7,18.23,"/api/v1/config:0.24, /api/v1/users:0.20, file://share/finance:0.20, file://share/engineering:0.13, /api/v1/orders:0.12",macOS 14|eb:8b:63:a9:c5:6e|TLS1.3,2026-07-15 11:58:20.147274
ser_92cc7d1a,service_account,56,1.0,9.69,1.69,165.72,91.66,"/api/v1/reports:0.33, /api/v1/orders:0.18, /api/v1/config:0.16, device_fn:read_sensor:0.12, file://share/engineering:0.11",Android 14|11:74:d1:0b:17:6c|TLS1.3,2026-07-14 12:28:10.271577
use_89f485a7,user,68,1.0,11.11,1.78,24.43,11.51,"port:8080:0.29, /api/v1/inventory:0.25, port:1883:0.16, port:3389:0.12, file://share/hr:0.05",macOS 14|2d:58:c5:f0:03:a0|TLS1.3,2026-07-15 11:55:28.819059
use_7e3c31e3,user,154,1.0,12.97,2.24,225.74,169.33,"/api/v1/auth:0.51, port:502:0.22, /api/v1/config:0.13, file://share/public:0.09, /api/v1/orders:0.05",Ubuntu 22.04|d9:30:ee:98:f6:e0|TLS1.3,2026-07-15 14:37:24.416893
use_15f454da,user,89,1.0,12.49,1.58,20.1,22.81,"/api/v1/analytics:0.36, file://share/exec:0.31, port:1883:0.27, device_fn:read_sensor:0.05, /api/v1/auth:0.02",Android 14|b9:72:31:ee:d5:9c|TLS1.3,2026-07-15 11:50:20.222789
use_8d59186c,user,141,1.0,13.51,0.83,54.56,52.28,"/api/v1/config:0.41, file://share/finance:0.34, /api/v1/logs:0.09, /api/v1/customers:0.08, /api/v1/inventory:0.08",FirmwareOS 3.2|b1:eb:31:37:c0:4f|TLS1.3,2026-07-15 15:11:05.510123
ser_65f010b2,service_account,142,1.0,13.58,0.58,55.75,42.62,"/api/v1/customers:0.47, port:502:0.16, port:443:0.16, /api/v1/reports:0.09, /api/v1/admin:0.07",FirmwareOS 3.2|80:50:3b:2e:ff:30|TLS1.3,2026-07-15 14:23:25.900610
use_eb8bdda8,user,80,1.0,11.87,1.94,226.3,108.19,"port:502:0.37, file://share/exec:0.27, device_fn:read_sensor:0.14, /api/v1/analytics:0.11, port:443:0.09",macOS 14|0d:4d:59:6f:a9:c7|TLS1.3,2026-07-15 11:45:09.890427
use_c3dab66d,user,52,1.0,10.84,1.66,188.13,58.39,"/api/v1/config:0.33, file://share/finance:0.20, /api/v1/reports:0.19, device_fn:read_sensor:0.13, /api/v1/orders:0.10",FirmwareOS 3.2|27:48:93:27:74:1d|TLS1.3,2026-07-15 10:53:51.379467
use_7d536cde,user,137,1.0,13.8,1.91,16.16,5.59,"port:8080:0.42, file://share/engineering:0.22, port:502:0.17, port:3389:0.11, /api/v1/orders:0.06",Android 14|3f:2e:f3:16:7b:d5|TLS1.3,2026-07-15 14:18:11.936062
use_f06e2a71,user,42,1.0,15.35,1.41,55.19,43.47,"file://share/legal:0.31, /api/v1/analytics:0.26, port:8080:0.17, file://share/exec:0.16, /api/v1/customers:0.09",Android 14|ce:b1:be:10:57:a7|TLS1.3,2026-07-15 16:21:55.329305
use_ec66c548,user,75,1.0,13.45,0.8,34.29,23.34,"/api/v1/reports:0.43, port:502:0.14, /api/v1/analytics:0.12, /api/v1/payments:0.12, /api/v1/admin:0.09",iOS 17|da:a3:8e:a6:68:ab|TLS1.3,2026-07-15 13:56:11.550074
use_84dc6ff0,user,124,1.0,14.3,2.13,26.08,10.47,"file://share/engineering:0.29, file://share/hr:0.24, file://share/legal:0.20, /api/v1/logs:0.16, device_fn:reboot:0.10",Android 14|dd:68:06:57:f5:71|TLS1.3,2026-07-15 16:07:55.188033
ser_a3be7618,service_account,57,1.0,14.0,1.24,17.15,7.33,"port:3389:0.38, port:8080:0.22, device_fn:write_config:0.13, /api/v1/reports:0.10, file://share/hr:0.09",FirmwareOS 3.2|38:60:31:29:5f:eb|TLS1.3,2026-07-14 15:04:05.106372
use_87ee484f,user,163,1.0,13.89,0.73,54.94,37.77,"/api/v1/logs:0.36, /api/v1/orders:0.22, /api/v1/auth:0.21, port:502:0.12, device_fn:firmware_update:0.08",Ubuntu 22.04|58:bf:44:f7:9c:c5|TLS1.3,2026-07-15 14:31:45.436815
use_2b29df3e,user,107,1.0,12.22,0.67,33.9,26.49,"device_fn:read_sensor:0.40, port:443:0.20, /api/v1/inventory:0.18, port:1883:0.15, device_fn:reboot:0.06",Android 14|2e:52:58:5c:3e:0e|TLS1.3,2026-07-15 12:47:34.991932
use_7a9a26aa,user,42,1.0,13.37,0.84,38.51,14.42,"/api/v1/logs:0.43, /api/v1/customers:0.23, /api/v1/auth:0.16, device_fn:read_sensor:0.05, device_fn:reboot:0.04",Android 14|a1:f4:92:25:fd:85|TLS1.3,2026-07-13 13:47:54.580697
use_0089c4b4,user,179,1.0,18.31,1.94,211.32,110.95,"/api/v1/customers:0.40, /api/v1/logs:0.31, /api/v1/config:0.18, port:22:0.11",FirmwareOS 3.2|47:cc:88:ee:50:08|TLS1.3,2026-07-15 19:47:41.092941
use_0d73eae5,user,91,1.0,15.69,1.44,129.61,51.91,"port:22:0.44, device_fn:firmware_update:0.22, file://share/legal:0.17, /api/v1/analytics:0.14, /api/v1/billing:0.03",Android 14|ae:0f:89:72:be:33|TLS1.3,2026-07-15 16:32:05.264615
use_7d05dc22,user,108,1.0,13.83,2.74,226.42,237.62,"/api/v1/users:0.27, file://share/public:0.26, file://share/legal:0.17, /api/v1/customers:0.16, port:8080:0.08",Ubuntu 22.04|2d:d9:63:f6:21:77|TLS1.3,2026-07-15 15:22:40.768709
use_9d81411b,user,61,1.0,13.42,1.62,190.4,111.58,"/api/v1/customers:0.44, /api/v1/inventory:0.18, device_fn:write_config:0.17, port:1883:0.11, file://share/exec:0.08",iOS 17|0e:38:fc:81:9f:e3|TLS1.3,2026-07-14 13:55:36.726802
ser_b21d8408,service_account,158,1.0,16.89,1.78,30.93,20.96,"port:3389:0.32, device_fn:reboot:0.26, /api/v1/payments:0.20, /api/v1/logs:0.13, /api/v1/customers:0.10",Android 14|d4:6a:c0:87:a8:a0|TLS1.3,2026-07-15 19:13:19.085434
ser_83493fb9,service_account,42,1.0,15.93,0.95,36.14,38.15,"/api/v1/analytics:0.47, port:1883:0.20, /api/v1/inventory:0.15, /api/v1/reports:0.12, /api/v1/users:0.06",FirmwareOS 3.2|7b:0c:7e:75:dd:b6|TLS1.3,2026-07-15 15:34:05.005522
use_89891bed,user,148,1.0,12.95,0.76,71.02,24.04,"file://share/public:0.58, /api/v1/admin:0.26, port:443:0.09, file://share/finance:0.07, /api/v1/auth:0.00",FirmwareOS 3.2|db:d3:46:a1:2a:c2|TLS1.3,2026-07-15 14:09:24.008473
ser_964b0ca6,service_account,79,1.0,14.15,1.5,40.45,17.38,"/api/v1/orders:0.29, /api/v1/logs:0.23, /api/v1/config:0.21, /api/v1/payments:0.16, /api/v1/billing:0.07",macOS 14|51:44:6f:80:b7:6e|TLS1.3,2026-07-15 13:50:30.878408
ser_d88f7782,service_account,135,1.0,17.04,3.08,17.23,13.77,"/api/v1/inventory:0.39, file://share/exec:0.24, /api/v1/payments:0.11, file://share/legal:0.07, device_fn:reboot:0.07",macOS 14|d0:83:c7:13:a4:ad|TLS1.3,2026-07-15 15:34:20.791063
use_86cc7366,user,102,1.0,15.71,2.22,16.28,10.56,"device_fn:read_sensor:0.25, /api/v1/config:0.13, file://share/finance:0.13, device_fn:firmware_update:0.13, /api/v1/logs:0.07",Windows 11|60:d6:f7:7c:7c:0c|TLS1.3,2026-07-15 13:44:30.777546
edg_12009b05,edge_device,592,1.0,20.6,2.55,135.6,76.62,"port:1883:0.40, file://share/exec:0.20, device_fn:reboot:0.18, /api/v1/customers:0.10, /api/v1/billing:0.09",iOS 17|86:03:4a:87:20:21|MQTT,2026-07-15 23:31:01.263446
ser_c5e339c5,service_account,109,1.0,11.49,1.82,158.32,90.41,"/api/v1/users:0.47, port:502:0.16, device_fn:write_config:0.13, /api/v1/auth:0.10, port:8080:0.08",FirmwareOS 3.2|2e:bf:93:01:91:cd|TLS1.3,2026-07-15 10:56:41.295940
use_70e3bdf8,user,123,1.0,16.26,2.93,185.64,56.55,"port:8080:0.39, /api/v1/billing:0.19, /api/v1/reports:0.17, device_fn:write_config:0.16, file://share/public:0.06",Ubuntu 22.04|2a:a3:90:83:ad:d9|TLS1.3,2026-07-14 17:19:28.078977
edg_2abbc8f1,edge_device,705,1.0,22.15,1.69,45.64,25.68,"/api/v1/analytics:0.33, file://share/public:0.22, /api/v1/admin:0.19, /api/v1/payments:0.14, port:1883:0.07",Android 14|b9:bf:bf:47:fd:73|MQTT,2026-07-15 23:58:48.000000
use_444477e3,user,142,1.0,15.73,1.21,48.99,27.14,"device_fn:reboot:0.29, file://share/finance:0.16, device_fn:read_sensor:0.11, /api/v1/config:0.11, port:8080:0.11",Ubuntu 22.04|d5:0b:87:6e:35:a4|TLS1.3,2026-07-15 15:17:09.380814
ser_1debe12f,service_account,49,1.0,13.27,4.76,94.41,81.6,"/api/v1/inventory:0.38, /api/v1/auth:0.28, file://share/hr:0.21, /api/v1/customers:0.06, port:22:0.03",Windows 11|10:42:65:a5:01:04|TLS1.3,2026-07-13 15:14:12.679372
edg_a661b63c,edge_device,1411,1.0,23.86,0.58,117.6,54.97,"file://share/engineering:0.31, file://share/finance:0.25, device_fn:reboot:0.17, /api/v1/config:0.15, port:502:0.07",macOS 14|38:12:79:ae:3c:00|MQTT,2026-07-15 23:58:48.000000
ser_43a9904f,service_account,37,1.0,14.53,1.55,211.5,145.02,"file://share/finance:0.50, device_fn:read_sensor:0.20, file://share/engineering:0.20, port:3389:0.07, /api/v1/auth:0.03",Android 14|f0:9d:7b:6a:a3:92|TLS1.3,2026-07-14 14:44:24.372077
ser_ed6d7033,service_account,155,1.0,14.73,0.83,83.02,55.97,"file://share/public:0.22, /api/v1/billing:0.22, /api/v1/reports:0.21, /api/v1/orders:0.19, /api/v1/config:0.09",Ubuntu 22.04|5d:19:3c:6f:26:92|TLS1.3,2026-07-15 16:11:45.572598
ser_3a6766d1,service_account,170,1.0,14.25,1.96,15.98,5.22,"port:3389:0.32, /api/v1/admin:0.31, file://share/exec:0.21, /api/v1/billing:0.16, /api/v1/auth:0.00",macOS 14|64:ed:86:e4:1a:17|TLS1.3,2026-07-15 16:56:22.678481
use_8634ee8f,user,134,1.0,14.81,0.89,51.42,22.39,"/api/v1/logs:0.39, /api/v1/reports:0.24, /api/v1/users:0.19, /api/v1/auth:0.19",Windows 11|fd:6d:14:47:25:af|TLS1.3,2026-07-15 16:02:52.868789
edg_d2c0e590,edge_device,1184,1.0,22.95,1.45,78.16,44.08,"device_fn:write_config:0.32, file://share/legal:0.30, file://share/finance:0.21, /api/v1/config:0.17, /api/v1/auth:0.00",FirmwareOS 3.2|9b:6f:b0:94:29:a0|MQTT,2026-07-15 23:58:48.000000
ser_f99ef7f8,service_account,115,1.0,14.62,1.4,166.99,101.08,"/api/v1/config:0.32, port:8080:0.29, port:3389:0.19, /api/v1/billing:0.19, /api/v1/customers:0.01",Ubuntu 22.04|77:e4:63:ce:34:3f|TLS1.3,2026-07-14 15:48:27.285018
use_ef4aeef6,user,134,1.0,16.74,1.33,165.5,114.83,"file://share/finance:0.38, /api/v1/config:0.30, file://share/exec:0.19, file://share/legal:0.13, /api/v1/auth:0.00",Ubuntu 22.04|15:3f:17:95:53:6f|TLS1.3,2026-07-15 18:12:50.571782
edg_9b0cdf15,edge_device,896,1.0,23.17,2.0,144.05,73.04,"port:502:0.22, file://share/exec:0.22, /api/v1/customers:0.20, /api/v1/config:0.15, /api/v1/admin:0.09",macOS 14|91:a0:65:a0:51:59|MQTT,2026-07-15 23:58:48.000000
ser_02578264,service_account,31,1.0,14.78,1.88,146.3,73.8,"port:443:0.28, /api/v1/admin:0.22, port:3389:0.21, file://share/hr:0.10, device_fn:firmware_update:0.10",iOS 17|fd:b4:5d:6f:d9:d7|TLS1.3,2026-07-10 14:26:25.713632
use_99355c9b,user,54,1.0,17.24,1.59,50.07,30.23,"device_fn:read_sensor:0.27, /api/v1/auth:0.26, file://share/engineering:0.17, /api/v1/customers:0.16, /api/v1/payments:0.10",FirmwareOS 3.2|f3:fe:96:ac:41:d0|TLS1.3,2026-07-13 18:36:45.721602
use_1d1cf409,user,99,1.0,16.19,0.9,71.4,23.62,"/api/v1/auth:0.25, /api/v1/reports:0.17, /api/v1/logs:0.15, /api/v1/payments:0.13, /api/v1/config:0.12",Windows 11|22:ca:a8:48:bc:b1|TLS1.3,2026-07-15 16:43:16.833670
use_cc56e7c4,user,140,1.0,15.71,2.34,91.31,43.55,"/api/v1/config:0.26, file://share/exec:0.18, /api/v1/auth:0.16, /api/v1/logs:0.16, file://share/finance:0.16",FirmwareOS 3.2|21:6d:cf:9c:ae:76|TLS1.3,2026-07-15 16:58:11.746767
ser_6d6706ed,service_account,63,1.0,15.68,1.44,241.79,95.53,"file://share/legal:0.29, /api/v1/admin:0.28, /api/v1/logs:0.17, file://share/engineering:0.10, /api/v1/billing:0.09",macOS 14|47:90:01:41:2a:9e|TLS1.3,2026-07-15 15:56:44.075834
use_b7117f37,user,215,1.0,15.3,0.62,214.49,101.72,"/api/v1/auth:0.37, /api/v1/admin:0.23, device_fn:firmware_update:0.11, /api/v1/users:0.10, /api/v1/inventory:0.08",macOS 14|e9:ae:0e:20:eb:35|TLS1.3,2026-07-15 15:56:07.184918
use_9aaef38e,user,115,1.0,15.77,1.04,47.58,30.55,"/api/v1/admin:0.32, file://share/exec:0.15, /api/v1/reports:0.15, file://share/public:0.12, file://share/finance:0.11",Windows 11|08:dd:98:20:50:b0|TLS1.3,2026-07-15 16:49:52.178171
ser_c5c85fd2,service_account,57,1.0,11.33,1.28,104.31,41.62,"device_fn:reboot:0.33, /api/v1/customers:0.19, /api/v1/payments:0.17, device_fn:read_sensor:0.13, /api/v1/analytics:0.10",iOS 17|b8:3b:18:e8:df:e2|TLS1.3,2026-07-15 11:55:14.197662
use_2a0477ef,user,150,1.0,17.49,1.93,110.72,58.02,"/api/v1/payments:0.37, /api/v1/reports:0.25, port:502:0.14, port:443:0.12, file://share/legal:0.11",Android 14|1f:0c:b9:f7:ae:d7|TLS1.3,2026-07-15 19:31:18.205092
use_b47bce27,user,61,1.0,13.97,1.71,12.63,7.5,"/api/v1/payments:0.27, file://share/hr:0.25, port:502:0.15, device_fn:reboot:0.12, /api/v1/analytics:0.07",Ubuntu 22.04|6e:e3:75:04:05:6e|TLS1.3,2026-07-13 15:38:11.505146
ser_23697116,service_account,167,1.0,18.97,2.16,178.73,85.84,"device_fn:read_sensor:0.17, file://share/hr:0.17, /api/v1/orders:0.16, file://share/legal:0.13, port:443:0.13",Ubuntu 22.04|3a:89:9e:9d:a3:83|TLS1.3,2026-07-15 18:37:19.813498
use_2719f255,user,190,1.0,16.57,0.9,53.83,26.1,"/api/v1/orders:0.31, /api/v1/inventory:0.30, /api/v1/payments:0.14, device_fn:firmware_update:0.10, device_fn:reboot:0.09",Android 14|dc:2c:2f:67:76:3c|TLS1.3,2026-07-15 16:10:54.315994
use_90d51ff2,user,64,1.0,14.45,1.49,10.09,5.41,"port:3389:0.38, /api/v1/users:0.18, file://share/hr:0.13, file://share/public:0.13, port:443:0.09",Windows 11|fb:36:46:68:fe:da|TLS1.3,2026-07-13 15:00:27.842986
use_8a10402b,user,122,1.0,18.02,3.37,30.25,14.62,"file://share/legal:0.31, /api/v1/orders:0.25, device_fn:write_config:0.14, device_fn:reboot:0.13, /api/v1/reports:0.10",Windows 11|f3:d7:a9:7b:84:b6|TLS1.3,2026-07-15 17:07:06.488597
use_1ba71a31,user,75,1.0,18.93,1.06,169.65,65.21,"/api/v1/config:0.48, file://share/public:0.32, file://share/finance:0.09, port:443:0.09, device_fn:write_config:0.02",Android 14|7a:84:c0:b2:22:ac|TLS1.3,2026-07-14 20:05:35.101375
edg_d10a6721,edge_device,683,1.0,21.98,2.95,13.5,6.31,"port:1883:0.23, device_fn:read_sensor:0.21, /api/v1/auth:0.19, /api/v1/logs:0.14, device_fn:reboot:0.11",Windows 11|8b:5e:4f:d4:75:ce|MQTT,2026-07-15 23:58:48.000000
ser_30da2135,service_account,81,1.0,15.95,1.29,194.37,149.53,"file://share/finance:0.32, file://share/hr:0.25, device_fn:write_config:0.19, device_fn:firmware_update:0.19, file://share/engineering:0.05",Ubuntu 22.04|df:3a:26:70:15:d5|TLS1.3,2026-07-15 15:50:35.527816
ser_d2832ef0,service_account,65,1.0,14.71,2.23,38.57,13.51,"device_fn:reboot:0.37, /api/v1/inventory:0.13, port:22:0.12, port:443:0.11, /api/v1/reports:0.08",Ubuntu 22.04|dc:5c:a1:09:ff:96|TLS1.3,2026-07-15 12:57:17.046199
use_22605033,user,65,1.0,18.32,2.32,105.6,67.72,"file://share/public:0.31, /api/v1/admin:0.22, /api/v1/auth:0.15, /api/v1/inventory:0.13, port:3389:0.05",Ubuntu 22.04|5c:f6:43:2d:ae:33|TLS1.3,2026-07-15 20:52:35.046637
ser_839617bc,service_account,96,1.0,14.79,1.13,126.79,54.95,"/api/v1/config:0.32, port:8080:0.27, file://share/public:0.26, file://share/engineering:0.16",FirmwareOS 3.2|b2:93:02:e9:91:3d|TLS1.3,2026-07-15 16:24:12.241382
use_6c3d5190,user,84,1.0,18.48,3.36,36.0,18.94,"port:502:0.39, /api/v1/admin:0.23, port:8080:0.17, /api/v1/customers:0.09, /api/v1/config:0.08",iOS 17|45:73:f8:91:62:76|TLS1.3,2026-07-15 16:30:37.000833
ser_5a945d55,service_account,178,1.0,16.97,4.92,219.05,150.35,"/api/v1/users:0.25, device_fn:firmware_update:0.20, /api/v1/orders:0.16, /api/v1/analytics:0.16, port:22:0.09",iOS 17|b3:7c:a0:bd:b5:3e|TLS1.3,2026-07-15 19:58:04.223141
ser_4bb37fd9,service_account,124,1.0,17.39,0.96,107.7,60.93,"file://share/finance:0.24, /api/v1/customers:0.19, /api/v1/users:0.17, file://share/hr:0.15, port:22:0.13",Ubuntu 22.04|9f:83:a7:12:9b:0a|TLS1.3,2026-07-15 17:30:59.193478
ser_3c0bcec0,service_account,146,1.0,17.12,0.83,219.61,201.93,"file://share/engineering:0.38, file://share/finance:0.22, port:22:0.16, port:8080:0.15, device_fn:write_config:0.09",iOS 17|89:1b:11:0e:b1:d8|TLS1.3,2026-07-15 18:09:07.211920
ser_2668f0b1,service_account,162,1.0,17.37,0.75,16.88,9.81,"device_fn:reboot:0.24, device_fn:write_config:0.21, port:1883:0.20, /api/v1/logs:0.20, device_fn:firmware_update:0.14",macOS 14|a2:40:cb:76:3b:55|TLS1.3,2026-07-15 18:22:02.359708
use_807d7043,user,102,1.0,17.17,1.01,17.93,10.19,"/api/v1/reports:0.22, device_fn:write_config:0.21, port:502:0.19, /api/v1/inventory:0.16, port:1883:0.14",macOS 14|cd:3b:c9:aa:0d:59|TLS1.3,2026-07-15 17:53:50.928137
use_3d500977,user,162,1.0,18.52,1.3,87.52,45.2,"/api/v1/config:0.40, /api/v1/billing:0.17, /api/v1/auth:0.15, /api/v1/reports:0.14, port:502:0.10",FirmwareOS 3.2|1d:46:8c:e2:dd:30|TLS1.3,2026-07-15 20:23:33.023034
use_a043d60b,user,163,1.0,17.53,0.83,82.41,29.31,"port:8080:0.56, port:1883:0.17, /api/v1/users:0.15, file://share/public:0.10, file://share/exec:0.02",macOS 14|bf:7e:6e:3d:04:0d|TLS1.3,2026-07-15 18:34:06.658700
use_b8fad3cd,user,121,1.0,16.41,2.71,61.44,31.32,"/api/v1/orders:0.24, port:443:0.21, /api/v1/admin:0.18, port:8080:0.13, port:22:0.12",Ubuntu 22.04|77:1b:f0:f7:2a:66|TLS1.3,2026-07-15 16:38:56.050449
ser_998c1f9e,service_account,167,1.0,18.05,1.06,23.74,16.76,"/api/v1/logs:0.21, /api/v1/orders:0.19, file://share/public:0.16, file://share/legal:0.14, file://share/engineering:0.12",Android 14|8a:4e:19:9e:89:c2|TLS1.3,2026-07-15 18:30:40.171627
use_3229df66,user,139,1.0,17.4,0.73,50.62,32.48,"/api/v1/payments:0.46, /api/v1/inventory:0.18, port:3389:0.15, port:22:0.14, /api/v1/reports:0.06",macOS 14|c9:75:02:21:75:65|TLS1.3,2026-07-15 17:51:02.287070
use_8f600c8d,user,99,1.0,16.85,1.89,157.59,108.03,"/api/v1/admin:0.32, file://share/exec:0.21, /api/v1/config:0.18, /api/v1/inventory:0.11, file://share/legal:0.11",Android 14|09:c2:f5:78:8a:7f|TLS1.3,2026-07-15 17:20:18.019344
use_539c4bd2,user,68,1.0,15.3,2.46,34.52,12.86,"/api/v1/payments:0.30, /api/v1/inventory:0.28, /api/v1/analytics:0.16, /api/v1/billing:0.14, /api/v1/logs:0.06",Android 14|ac:95:4e:0b:b4:d3|TLS1.3,2026-07-15 17:47:06.196466
ser_23f5908c,service_account,101,1.0,18.0,2.28,189.7,59.76,"/api/v1/admin:0.40, port:443:0.25, /api/v1/auth:0.15, /api/v1/reports:0.15, /api/v1/inventory:0.03",iOS 17|11:7d:f3:e8:9c:f6|TLS1.3,2026-07-15 20:02:20.273408
